,C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER
282,12,0,2,17,1,2,6,1,0,3,0,16,0,1,62,1,2,26,1,1,2,1
283,13,4,5,5,1,0,3,0,0,5,0,16,0,1,56,1,1,19,1,2,1,1
284,14,1,4,0,1,0,5,1,0,0,0,16,0,1,49,1,1,33,1,2,2,1
285,6,4,1,21,1,1,13,1,0,1,0,0,0,3,54,1,1,43,1,2,2,1
286,4,9,6,18,1,1,18,1,0,0,0,0,1,1,54,2,1,51,10,2,6,0
287,7,6,3,8,1,3,6,1,0,0,0,0,2,1,53,1,1,30,1,1,2,1
288,10,4,3,13,1,1,16,1,7,0,0,0,0,1,59,1,1,25,1,2,2,1
289,9,10,2,9,1,1,6,0,0,1,0,16,1,1,61,1,1,31,1,1,2,1
290,2,10,4,9,1,1,13,1,0,1,0,0,1,1,54,1,1,20,1,1,2,1
291,4,1,5,14,1,3,6,0,2,1,0,16,2,1,56,2,1,18,3,1,2,2
292,3,4,4,16,1,2,15,2,0,0,0,16,0,1,51,1,1,22,1,1,2,1
293,9,5,0,16,1,0,2,1,0,0,2,16,0,1,57,1,1,18,1,2,2,1
294,14,5,5,10,1,0,13,1,1,0,1,0,25,0,0,1,2,26,13,2,0,3
295,2,10,6,12,1,2,6,1,0,0,0,17,0,1,52,1,2,36,1,1,2,1
296,9,3,0,7,1,1,16,1,0,1,0,0,1,1,58,2,2,31,3,2,2,2
297,10,1,6,21,1,1,15,1,0,1,0,2,1,1,58,2,1,42,3,1,2,2
298,15,5,6,15,1,1,13,1,0,0,0,16,1,1,63,1,1,38,1,1,2,1
299,3,4,5,14,1,1,16,2,0,0,0,16,1,1,42,2,2,14,3,2,2,2
300,2,1,1,16,1,1,6,1,0,0,0,3,0,1,45,1,1,37,1,1,2,1
301,11,4,0,15,1,2,6,0,0,0,0,16,2,1,54,1,1,18,1,1,0,1
302,9,4,4,20,1,1,13,1,0,0,0,2,1,1,59,3,1,06,4,1,2,2
303,8,4,4,17,1,2,6,0,0,0,0,16,0,1,54,2,2,18,2,2,2,2
304,10,7,2,14,1,1,6,1,0,0,0,16,0,1,59,1,1,45,1,2,2,1
305,12,4,4,7,1,1,12,0,0,0,0,16,0,1,62,1,1,72,1,1,2,1
306,10,1,2,20,1,1,13,1,0,0,0,0,0,1,51,1,1,66,1,1,2,1
307,3,2,0,9,1,2,6,1,3,2,0,0,2,1,56,1,2,54,1,2,2,1
308,10,10,2,2,1,2,6,0,5,1,0,16,1,1,59,1,1,51,1,2,2,1
309,2,0,2,11,1,0,5,1,0,0,0,16,0,2,52,1,1,34,1,1,1,1
310,5,3,2,11,1,1,13,1,0,0,0,16,0,1,54,1,1,20,1,2,2,1
311,0,0,1,15,1,1,6,1,0,9,0,0,1,1,48,1,2,36,1,2,2,1
312,2,3,2,17,1,1,6,1,0,0,0,0,0,2,44,1,1,27,1,1,2,1
313,4,1,4,14,1,1,16,2,0,0,0,16,0,1,57,1,1,52,1,2,2,1
314,0,11,4,10,1,1,13,1,0,1,2,2,0,3,43,1,2,35,1,2,2,1
315,12,4,6,13,1,1,6,1,2,1,1,0,1,1,60,1,1,35,1,1,2,1
316,10,9,4,13,1,1,7,1,2,1,3,3,0,1,52,1,1,36,1,2,2,1
317,13,0,4,12,1,1,16,1,4,4,1,0,0,1,55,2,2,55,3,1,2,2
318,1,10,2,7,1,1,13,0,3,1,1,16,0,1,54,1,1,18,1,0,0,1
319,7,2,2,6,1,2,6,1,2,1,0,2,2,1,56,1,1,22,1,2,2,1
320,9,4,5,1,1,0,5,1,0,1,0,2,25,0,0,1,1,44,13,2,2,3
321,7,0,1,14,1,1,6,1,0,2,0,0,1,1,57,1,1,70,1,2,2,1
322,4,6,5,11,1,0,5,0,0,0,0,16,0,1,53,2,2,39,3,1,2,2
323,6,10,1,9,1,1,16,1,0,0,0,2,0,1,56,1,2,31,1,1,2,1
324,1,0,5,13,1,1,15,1,0,0,0,0,1,1,43,1,2,43,1,2,2,1
325,3,4,2,16,1,2,6,1,0,0,0,0,1,1,55,1,1,26,1,2,2,1
326,9,6,1,16,1,1,8,0,0,0,0,16,1,11,0,1,1,66,1,2,0,4
327,14,9,4,12,1,1,6,1,2,1,0,0,0,1,54,1,2,20,1,2,2,1
328,6,10,2,8,1,1,6,0,5,1,0,0,1,1,59,1,2,75,1,1,2,1
329,1,8,5,15,1,1,15,10,1,1,0,2,0,1,42,1,2,66,1,1,2,1
330,15,4,1,23,1,0,5,0,0,0,1,16,0,1,50,1,1,17,1,2,2,1
331,3,2,6,2,1,10,5,0,4,4,0,16,8,1,44,3,1,21,6,1,2,2
332,1,11,6,19,1,1,8,1,3,2,0,16,0,16,54,3,1,16,1,1,0,0
333,2,9,6,14,1,1,6,0,0,1,0,16,1,1,48,2,2,31,3,2,2,2
334,13,6,2,6,1,1,9,1,0,0,0,0,1,1,48,1,1,32,1,1,2,1
335,2,4,6,12,1,2,16,1,0,0,0,16,0,1,45,1,1,53,1,2,2,1
336,0,11,6,18,1,1,13,1,0,0,0,0,0,1,46,1,1,18,1,1,2,1
337,7,5,0,17,1,0,1,0,1,0,0,16,25,0,0,1,1,50,13,2,0,3
338,14,2,3,11,1,1,10,0,5,1,1,16,0,1,62,1,1,28,1,1,2,1
339,12,7,6,18,1,2,6,0,2,1,0,0,0,1,64,1,1,41,1,1,2,1
340,5,9,4,19,1,1,6,0,0,0,0,16,0,1,48,1,2,58,1,1,2,1
341,2,8,3,12,1,2,6,0,0,0,0,5,2,2,43,3,2,17,4,2,2,2
342,0,8,4,19,1,1,15,1,2,1,1,2,1,1,41,3,2,11,4,2,2,2
343,5,0,3,16,1,1,16,1,2,1,0,0,0,1,46,1,1,78,1,2,2,1
344,3,7,3,14,1,1,15,1,1,0,0,0,0,1,55,1,2,40,1,2,2,1
345,14,0,0,11,1,1,6,0,0,0,0,16,0,1,64,1,1,30,1,2,2,1
346,10,7,5,19,1,0,3,0,0,0,0,16,0,1,57,3,2,17,4,2,2,2
347,3,2,4,17,1,1,15,1,3,2,0,2,1,1,47,1,1,45,1,2,2,1
348,14,3,2,11,1,1,16,1,2,1,0,0,0,1,62,1,2,59,1,1,2,1
349,7,0,2,8,1,1,11,0,2,4,2,16,0,1,59,1,2,45,1,2,2,1
350,13,5,3,19,0,1,7,0,0,1,0,16,1,9,63,2,1,52,2,3,3,5
351,0,9,3,21,1,1,6,1,0,0,0,0,1,1,38,2,2,45,3,2,2,2
352,13,0,1,18,1,2,6,0,1,0,1,16,1,3,58,2,1,23,3,2,2,2
353,12,7,0,15,1,1,18,1,0,0,0,0,1,8,63,2,2,38,2,2,6,2
354,9,3,4,10,1,1,6,1,0,0,1,0,1,1,55,2,2,02,4,1,2,2
355,0,8,4,15,1,2,6,0,0,0,0,16,0,3,52,1,1,53,1,1,2,1
356,0,9,4,17,1,1,13,1,0,0,0,0,1,1,47,1,2,35,1,2,2,1
357,4,6,4,15,1,0,5,0,2,1,0,16,0,1,50,2,1,03,5,2,2,2
358,12,7,0,16,1,0,3,0,0,1,0,16,0,9,61,1,2,53,1,2,3,5
359,9,2,0,15,1,1,15,1,2,1,0,2,1,1,49,2,2,34,3,2,2,2
360,1,7,2,21,0,2,6,2,0,1,0,16,0,1,42,1,1,55,1,3,1,1
361,2,11,3,22,1,0,5,0,0,0,0,16,0,1,44,2,1,31,3,2,1,2
362,2,6,1,17,1,1,6,1,0,0,0,0,1,1,53,1,2,18,1,2,2,1
363,3,6,5,15,1,0,1,1,0,0,0,2,0,1,44,2,2,42,3,2,2,2
364,7,2,6,17,1,0,3,1,0,0,3,16,0,1,47,2,2,15,3,2,2,2
365,6,1,5,2,1,0,2,0,0,0,0,16,0,3,32,1,1,20,1,1,2,1
366,6,1,2,11,1,2,6,1,0,0,0,0,0,4,55,1,1,52,1,1,2,1
367,15,10,4,13,1,1,13,1,3,9,0,0,1,1,64,1,1,21,1,1,2,1
368,6,11,2,13,1,2,6,1,0,0,0,0,2,1,33,1,1,47,1,1,2,1
369,12,8,0,17,1,1,6,1,0,0,0,16,1,1,53,1,1,28,1,2,2,1
370,6,1,4,7,1,2,11,0,0,0,0,16,0,1,41,1,1,18,1,2,2,1
371,10,3,5,15,1,2,15,1,0,0,0,0,0,1,59,4,2,01,8,2,6,2
372,15,1,1,6,1,0,5,1,0,0,0,5,0,1,67,1,1,47,1,1,0,1
373,0,10,3,18,1,3,6,0,0,0,0,16,0,3,52,1,1,28,1,2,2,1
374,0,10,2,10,1,1,14,1,2,1,1,2,0,1,42,1,1,66,1,1,2,1
375,4,9,5,18,1,2,16,1,2,1,0,0,1,1,56,1,2,32,1,1,0,1
376,15,10,5,15,1,1,6,0,1,0,0,0,1,1,63,1,2,34,1,2,2,1
377,2,1,5,15,1,1,16,1,0,0,0,7,0,1,52,4,2,54,6,2,2,2
378,2,0,2,14,1,0,3,0,3,3,0,16,0,1,46,1,1,61,1,2,2,1
379,12,8,3,17,1,1,8,0,0,0,0,16,1,1,63,2,2,74,3,2,2,2
380,4,9,4,15,1,1,6,1,0,0,0,0,1,1,56,1,1,68,1,2,2,1
381,8,0,1,23,1,0,5,0,3,4,2,16,0,1,54,1,1,39,1,2,2,1
382,7,7,6,8,1,0,2,0,0,0,0,16,0,1,43,1,2,51,1,2,2,1
383,2,11,3,12,1,1,13,1,5,5,0,0,1,1,55,2,2,52,3,2,1,2
384,8,1,4,16,1,1,6,1,0,9,0,0,1,1,52,1,1,20,1,1,2,1
385,1,4,0,7,1,1,6,1,1,0,0,0,1,1,46,1,2,51,1,1,2,1
386,10,11,6,13,1,0,2,0,3,2,0,16,0,3,54,3,2,23,6,1,2,2
387,1,9,0,13,1,0,5,1,0,0,0,2,25,0,0,1,1,02,13,2,6,3
388,13,4,4,17,1,2,6,4,0,0,0,16,0,1,60,1,1,25,1,1,2,1
389,1,6,6,11,1,0,3,0,0,0,0,16,0,9,47,1,1,20,1,2,3,5
390,13,0,1,17,1,2,15,1,0,0,0,2,0,1,61,1,1,66,1,2,2,1
391,8,11,2,14,1,0,5,1,0,4,0,2,25,0,0,1,2,64,13,2,6,3
392,13,1,1,8,1,1,15,1,3,4,0,2,1,1,61,2,2,04,6,2,2,2
393,1,6,4,19,1,1,6,1,0,0,0,0,1,1,47,1,1,59,1,2,2,1
394,1,9,6,22,1,1,13,1,0,0,0,0,1,1,44,1,1,41,1,1,2,1
395,0,5,2,8,1,2,13,1,1,0,1,0,0,1,52,1,1,63,1,2,2,1
396,12,10,3,14,1,1,6,1,0,0,0,16,1,1,56,1,1,31,1,2,2,1
397,4,3,5,15,1,2,6,0,0,1,1,16,0,1,45,2,2,11,3,1,2,2
398,8,6,2,22,1,2,6,1,0,0,0,16,2,1,59,1,2,20,1,0,0,1
399,0,0,4,16,1,1,13,2,0,1,0,16,1,3,51,1,1,55,1,2,2,1
400,10,10,3,11,1,1,16,1,2,1,0,0,0,1,58,2,2,79,3,2,2,2
401,3,11,6,11,1,1,15,1,0,0,0,0,0,1,54,2,2,10,3,1,2,2
402,11,7,1,12,1,1,15,1,2,1,0,0,0,1,57,1,1,48,1,1,2,1
403,1,1,6,17,1,1,6,0,0,0,0,16,1,1,48,2,1,52,3,2,2,2
404,5,1,4,16,1,1,6,1,3,1,0,0,1,1,44,1,1,24,1,1,2,1
405,10,2,1,18,1,1,11,0,0,0,0,16,0,1,48,2,1,43,3,2,2,2
406,9,11,0,14,1,0,2,0,3,4,0,16,0,3,62,1,1,61,1,2,2,1
407,4,7,3,16,1,1,16,1,0,0,0,16,0,1,49,2,1,58,3,1,2,2
408,7,0,1,6,1,1,6,0,0,0,0,16,1,1,54,1,2,30,1,2,2,1
409,11,7,5,18,1,1,6,2,0,0,0,16,0,1,53,1,1,19,1,1,1,1
410,3,5,4,17,1,0,2,0,0,0,0,16,0,1,53,1,2,16,1,2,2,1
411,14,11,0,15,1,1,16,2,0,1,0,16,1,1,61,1,2,22,1,1,2,1
412,9,5,0,17,1,1,6,0,0,0,0,16,1,1,55,2,2,18,3,2,2,2
413,1,9,4,17,1,1,16,10,1,0,0,0,0,1,43,2,2,18,3,2,2,2
414,3,5,5,0,1,1,13,1,0,0,4,2,1,1,33,2,2,46,3,2,2,2
415,11,10,4,14,1,1,6,1,0,9,0,0,0,1,59,1,2,33,1,2,2,1
416,6,5,1,19,1,0,1,1,0,0,0,0,25,0,0,1,2,18,13,2,0,3
417,6,1,5,18,1,1,15,1,3,2,0,0,1,1,53,4,2,02,6,1,2,2
418,12,6,1,15,1,1,15,2,0,0,0,16,0,1,54,1,1,65,1,1,2,1
419,12,11,4,16,1,2,6,1,0,0,0,0,0,1,60,1,1,53,1,1,2,1
420,2,8,3,0,1,0,5,0,2,1,1,16,0,1,45,3,2,20,6,2,2,2
421,9,0,0,14,1,1,6,1,0,1,0,0,0,1,54,1,2,28,1,1,2,1
422,6,7,3,10,1,0,5,2,0,0,0,16,0,9,39,2,2,50,2,2,3,5
423,5,4,0,15,1,0,5,1,0,0,0,2,0,1,44,1,1,69,1,2,2,1
424,7,6,4,12,1,1,18,1,0,0,0,0,0,2,55,1,1,36,1,1,2,1
425,4,10,0,18,1,1,16,1,2,1,1,0,0,1,41,1,1,50,1,1,2,1
426,7,8,2,16,1,1,15,1,0,0,0,16,0,1,48,1,2,23,1,1,2,1
427,14,2,2,12,1,1,7,0,0,0,1,16,0,1,52,1,1,27,1,2,2,1
428,10,5,1,10,1,3,6,1,0,0,0,16,0,1,57,1,1,22,1,2,2,1
429,10,3,3,10,1,0,5,1,0,0,0,0,25,0,0,1,1,46,13,2,1,3
430,8,9,1,20,1,1,8,0,0,0,0,16,0,1,56,1,2,22,1,2,2,1
431,9,11,2,8,0,1,11,0,3,1,0,16,1,5,60,1,1,33,1,2,2,1
432,13,9,2,19,1,1,15,1,0,0,0,0,0,1,30,1,2,64,1,2,2,1
433,4,5,6,6,1,0,5,2,0,0,2,16,0,1,51,1,1,37,1,2,2,1
434,14,10,4,20,1,1,13,1,0,0,0,0,1,1,63,1,1,31,1,0,0,1
435,5,2,4,15,1,1,6,10,1,0,0,16,1,1,58,1,2,39,1,0,0,1
436,15,2,2,12,1,19,5,0,3,4,2,16,12,1,68,2,1,33,3,1,2,2
437,6,3,3,8,1,2,6,0,0,0,1,0,2,1,59,1,1,60,1,2,2,1
438,6,7,0,22,1,1,18,1,1,0,0,0,0,1,54,1,1,41,1,1,2,1
439,2,6,6,13,1,1,6,2,0,0,0,0,1,1,53,1,2,29,1,2,2,1
440,15,8,4,23,1,2,7,0,0,0,0,16,2,1,68,0,0,111,0,0,0,0
441,9,5,4,7,1,2,6,1,0,0,0,0,1,1,51,1,1,36,1,1,2,1
442,0,0,6,11,1,0,0,0,0,4,0,16,0,1,51,1,1,57,1,2,2,1
443,11,10,2,19,1,0,5,1,0,0,0,7,25,0,0,2,1,07,13,2,2,3
444,3,10,4,18,1,1,6,1,0,0,0,0,1,1,49,1,2,37,1,1,2,1
445,15,0,4,7,1,1,6,1,0,9,0,16,1,1,66,1,2,59,1,2,2,1
446,14,0,3,19,1,1,13,1,2,1,0,0,0,1,65,1,2,59,1,2,2,1
447,6,7,0,19,1,2,13,1,0,0,1,16,1,2,54,3,1,57,6,1,2,2
448,5,4,2,14,1,1,9,0,0,0,0,0,0,1,48,1,1,18,1,0,0,1
449,2,11,5,16,1,1,13,1,1,2,1,16,0,1,43,1,1,44,1,1,2,1
450,1,11,5,18,1,0,2,0,1,1,1,16,0,1,53,2,2,46,3,2,2,2
451,1,8,5,3,0,1,2,0,1,1,3,16,0,3,52,1,1,22,1,3,1,1
452,13,5,0,21,1,1,15,1,0,0,0,0,1,1,43,1,1,52,1,1,2,1
453,0,1,1,10,1,1,13,1,0,0,0,0,0,1,40,2,2,33,9,2,1,2
454,11,0,4,18,1,2,6,0,0,1,0,16,0,1,52,1,1,47,1,2,2,1
455,11,0,0,7,1,0,13,1,2,1,0,0,0,3,44,1,1,67,1,1,2,1
456,14,10,5,20,1,1,6,0,1,0,0,0,1,1,51,1,2,44,1,0,0,1
457,1,8,2,16,1,1,13,0,0,0,0,16,1,1,50,1,1,19,1,2,2,1
458,1,8,5,17,1,2,6,0,0,0,0,16,1,1,40,3,1,18,6,1,2,2
459,2,9,4,19,1,1,16,1,2,1,0,0,1,11,54,1,1,18,1,2,6,4
460,2,7,0,21,1,0,11,10,2,1,0,16,0,3,44,2,1,20,3,1,2,2
461,5,0,1,10,1,11,6,0,7,4,0,16,5,1,54,2,1,43,5,2,1,2
462,1,5,4,12,1,1,15,2,0,0,0,16,1,1,48,1,2,44,1,1,2,1
463,2,4,3,16,1,1,6,1,0,0,0,2,1,1,48,2,2,14,3,2,2,2
464,5,10,2,14,1,1,15,1,0,0,0,2,1,1,45,1,2,63,1,2,2,1
465,14,1,5,15,1,2,18,1,0,0,0,16,2,1,66,2,2,59,2,2,1,2
466,1,7,5,1,1,0,18,0,0,0,0,16,25,0,0,1,1,19,13,2,0,3
467,7,8,6,22,1,1,13,1,0,0,0,0,0,1,48,1,1,22,1,0,0,1
468,8,10,0,19,1,2,13,1,0,0,0,0,0,1,52,1,1,38,1,1,2,1
469,6,7,6,23,1,0,5,0,0,0,2,16,0,9,58,1,1,40,1,2,3,5
470,1,0,0,2,1,0,3,0,2,1,0,16,0,1,37,1,1,26,1,2,2,1
471,2,9,5,4,1,0,3,0,0,0,3,16,0,3,54,1,1,23,1,2,1,1
472,8,1,6,9,1,1,15,1,2,1,0,0,1,1,53,1,2,81,1,2,2,1
473,1,2,0,6,1,1,15,1,0,0,0,17,1,1,43,1,2,40,1,2,2,1
474,5,0,1,17,1,1,15,2,0,4,0,16,0,1,56,1,1,47,1,2,2,1
475,7,1,5,18,1,2,6,1,0,0,0,0,1,1,54,1,1,45,1,2,2,1
476,7,7,2,14,1,2,6,0,0,0,0,16,2,1,55,1,1,59,1,1,2,1
477,10,0,5,12,1,1,6,1,0,9,0,16,1,1,60,1,1,22,1,1,2,1
478,4,11,4,15,1,2,6,1,1,0,1,16,0,1,38,2,2,18,2,2,2,2
479,4,7,6,2,1,1,12,0,0,0,2,16,1,4,54,1,1,28,1,1,2,1
480,8,7,5,20,1,1,15,1,2,1,0,0,0,1,57,3,2,15,4,2,2,2
481,3,1,0,22,0,1,17,0,5,4,0,16,0,5,42,1,1,58,1,1,1,1
482,14,6,0,16,1,1,6,0,0,0,0,16,0,1,66,1,2,26,1,1,2,1
483,10,3,2,17,1,3,6,0,1,0,2,0,0,1,46,1,1,20,1,2,2,1
484,14,2,5,15,1,1,6,1,0,0,0,0,1,1,59,2,2,36,3,1,2,2
485,5,8,0,12,1,1,16,1,0,0,0,0,1,1,57,1,2,35,1,2,2,1
486,0,7,3,12,1,0,0,0,0,0,0,16,0,3,53,1,2,21,1,1,2,1
487,8,0,3,13,1,0,5,1,0,0,0,0,0,4,57,1,1,25,1,1,2,1
488,1,1,6,22,0,0,3,0,1,0,0,16,0,1,47,2,1,18,2,2,2,2
489,13,4,4,11,1,2,6,0,0,0,0,16,0,1,53,1,1,21,1,1,2,1
490,0,9,3,12,1,2,6,1,0,0,0,0,1,3,46,1,1,24,1,2,2,1
491,3,0,3,19,1,1,13,1,0,0,0,0,1,1,45,2,2,16,3,1,2,2
492,9,2,0,13,1,1,15,1,0,0,0,2,0,1,60,1,2,77,1,2,2,1
493,13,9,5,14,1,0,5,1,0,0,0,0,25,0,0,1,2,46,13,2,1,3
494,4,5,1,15,1,3,6,1,0,0,0,0,1,1,56,2,1,30,3,1,2,2
495,15,1,3,18,1,1,6,1,3,4,0,16,0,1,64,1,2,65,1,2,2,1
496,11,5,4,18,1,1,7,0,0,0,0,16,0,1,61,6,2,12,8,1,6,2
497,5,9,3,13,1,0,2,0,1,0,3,16,0,1,22,1,1,48,1,2,2,1
498,0,11,4,15,1,1,6,0,2,1,0,16,0,4,48,1,1,48,1,2,2,1
499,12,11,1,16,1,1,12,0,1,4,0,16,0,1,59,1,2,39,1,2,2,1
500,2,9,1,14,1,1,6,3,0,0,0,16,0,1,55,3,1,06,4,2,2,2
501,6,9,0,12,1,1,6,1,0,0,0,16,1,3,42,2,1,18,3,1,2,2
502,9,0,6,13,1,1,13,1,0,1,6,16,1,1,59,1,1,63,1,1,2,1
503,10,1,2,18,1,1,17,0,2,1,0,16,1,1,53,1,1,18,1,1,0,1
504,8,11,0,18,1,1,6,1,0,2,0,2,0,1,58,1,2,25,1,2,2,1
505,12,5,3,12,1,0,1,1,0,0,0,16,1,1,52,1,1,47,1,0,0,1
506,13,1,2,15,1,2,15,1,0,0,0,16,0,1,56,2,1,18,1,2,2,0
507,10,9,5,0,1,1,6,1,0,1,1,2,1,1,56,3,1,15,6,2,2,2
508,4,8,2,16,1,1,15,1,0,0,0,2,0,11,54,2,2,49,2,2,6,4
509,5,10,0,19,1,1,13,0,0,0,0,0,0,1,56,2,2,54,2,2,2,2
510,2,2,5,22,1,1,6,1,0,1,0,0,0,1,55,2,1,18,3,2,2,2
511,1,3,5,17,1,1,6,1,0,0,0,16,1,1,47,4,2,64,4,2,2,2
512,0,11,3,12,1,1,6,10,0,0,0,16,0,3,43,1,2,40,1,2,2,1
513,5,9,2,17,1,0,5,2,2,1,0,16,25,0,0,1,1,05,13,2,6,3
514,8,2,4,21,1,1,15,1,3,1,1,2,1,1,54,1,2,29,1,1,2,1
515,2,9,1,19,1,1,11,1,0,1,3,16,1,4,39,1,1,32,1,1,2,1
516,8,2,2,7,1,1,6,1,1,1,0,16,0,3,57,1,2,33,1,2,2,1
517,2,4,1,11,1,1,6,0,0,0,0,16,0,1,48,1,1,64,1,2,2,1
518,2,2,3,20,1,2,13,1,1,1,1,0,2,1,46,2,1,45,3,1,2,2
519,11,10,5,20,1,1,16,1,0,0,0,0,0,1,55,1,1,60,1,1,2,1
520,3,6,5,16,1,0,3,0,0,0,0,16,0,1,45,1,2,28,1,2,2,1
521,11,1,1,1,1,0,2,0,0,0,2,16,0,1,57,1,2,28,1,2,2,1
522,5,1,3,17,1,0,1,0,0,4,3,16,0,1,56,1,2,45,1,2,2,1
523,8,3,6,2,0,0,2,1,0,0,0,16,0,3,52,3,1,15,4,2,1,2
524,0,1,0,16,1,1,6,1,0,0,0,16,1,1,47,2,1,12,3,2,2,2
525,0,7,5,10,1,1,13,1,0,0,0,0,0,3,53,1,1,46,1,1,2,1
526,0,9,5,12,1,1,7,1,0,0,0,0,0,1,44,1,2,41,1,2,2,1
527,15,8,1,17,1,2,6,0,0,0,0,16,2,1,64,1,1,49,1,1,2,1
528,13,8,5,16,1,1,15,1,2,1,0,17,0,1,54,2,2,53,3,1,2,2
529,8,1,1,8,1,1,6,0,0,0,3,16,1,1,56,1,1,36,3,2,2,2
530,8,8,6,2,1,1,17,0,0,0,0,16,0,1,58,1,1,48,1,2,1,1
531,1,9,6,6,1,0,3,1,1,0,1,16,0,1,53,1,2,53,1,2,2,1
532,12,9,1,6,1,1,13,1,0,0,0,0,1,1,57,2,1,09,10,2,2,2
533,2,6,4,1,1,0,1,0,0,0,0,16,25,0,0,1,1,25,13,2,0,3
534,5,8,5,10,1,2,5,1,0,0,0,2,0,1,46,1,2,51,1,2,1,1
535,8,0,2,15,1,1,13,1,3,4,0,0,1,1,43,1,1,31,1,2,2,1
536,4,8,0,18,1,1,6,1,0,0,0,2,0,11,54,1,1,35,10,2,1,4
537,10,0,1,17,1,1,6,1,0,0,6,16,1,1,52,2,2,17,3,2,2,2
538,10,5,2,22,1,1,9,0,0,0,0,16,0,1,52,2,1,18,2,2,2,2
539,6,7,1,12,1,1,15,0,0,0,0,16,1,1,57,1,1,57,1,2,2,1
540,6,8,1,15,1,2,16,1,0,0,0,2,2,1,55,1,1,41,1,2,2,1
541,12,8,2,16,1,1,6,1,0,0,0,5,1,1,55,2,2,27,3,2,2,2
542,12,0,2,15,1,1,16,1,0,1,0,0,1,1,59,3,2,01,6,1,2,2
543,8,4,5,10,1,1,13,1,0,0,1,7,0,1,61,1,1,36,1,1,2,1
544,7,5,0,19,0,1,12,0,1,0,1,16,1,1,51,1,2,41,1,2,2,1
545,13,4,5,16,1,2,15,1,0,0,0,0,1,1,65,1,2,63,1,2,2,1
546,0,6,5,16,1,1,13,1,0,0,0,0,0,1,35,2,1,23,3,2,2,2
547,10,11,4,14,0,4,7,0,0,0,0,16,4,1,60,1,1,40,1,1,2,1
548,2,4,1,8,1,1,13,1,0,0,0,0,1,1,46,2,2,22,3,2,2,2
549,14,6,4,13,1,1,13,0,0,0,0,16,0,4,53,1,1,28,1,0,0,1
550,6,7,1,21,1,1,6,0,0,0,1,16,1,1,53,1,2,20,1,2,2,1
551,14,0,2,8,1,0,1,1,2,4,0,16,25,0,0,1,1,17,13,2,0,3
552,12,3,4,17,1,3,6,0,0,0,0,16,1,1,61,1,2,22,1,2,2,1
553,6,8,0,7,1,1,13,1,1,0,0,1,0,1,55,1,1,69,1,2,2,1
554,0,3,0,15,1,0,0,0,0,0,0,16,25,0,0,1,2,25,13,2,6,3
555,7,4,3,21,1,1,10,1,0,0,0,0,0,1,48,1,2,31,1,2,2,1
556,7,5,6,15,1,1,6,1,0,0,0,17,0,1,57,2,1,79,3,1,2,2
557,4,7,3,12,1,1,6,1,0,0,0,0,0,1,57,1,2,54,1,2,2,1
558,4,10,2,13,1,1,16,1,2,1,0,0,0,1,48,1,1,78,1,2,2,1
559,11,5,3,15,1,0,5,0,0,0,1,16,0,1,56,4,1,18,6,2,2,2
560,8,11,5,11,1,0,3,0,3,2,0,16,0,1,56,2,1,50,3,2,2,2
561,14,3,0,2,1,0,3,0,0,0,0,16,0,1,58,1,2,20,1,2,2,1
562,3,1,5,16,1,1,6,1,0,0,0,0,1,1,54,1,1,57,1,1,2,1
563,10,4,0,15,1,0,3,10,0,0,3,16,0,9,63,1,2,44,1,2,0,5
564,6,6,5,12,1,0,2,1,0,0,3,16,0,1,54,3,2,56,3,2,3,2
565,13,7,6,16,1,1,6,1,0,0,0,2,0,1,59,1,1,29,1,1,2,1
566,2,8,4,15,1,0,2,0,1,0,2,16,0,1,45,2,2,18,3,2,2,2
567,11,1,1,7,1,1,18,1,0,4,0,0,0,1,63,1,2,48,1,0,0,1
568,3,7,1,12,1,1,6,0,0,0,0,2,1,1,55,1,1,19,1,2,2,1
569,1,8,5,0,1,1,16,1,0,0,0,0,0,1,55,1,1,23,1,2,2,1
570,3,6,6,18,1,0,1,0,1,0,0,16,0,1,56,1,1,56,1,0,0,1
571,14,11,0,13,1,2,6,2,5,1,0,0,2,1,55,1,1,50,1,1,2,1
572,0,7,5,21,1,1,15,1,1,0,1,2,1,1,43,1,2,19,1,2,2,1
573,3,6,5,12,1,1,13,3,0,0,3,16,0,1,39,2,2,25,3,2,2,2
574,12,7,6,9,1,1,12,1,0,0,0,16,1,1,61,1,1,18,1,1,2,1
575,0,6,4,1,1,1,13,1,2,1,0,0,1,1,49,1,2,19,1,1,2,1
576,7,2,3,20,1,1,14,1,1,0,0,0,1,1,43,1,2,32,1,2,2,1
577,3,11,1,12,1,1,6,1,0,1,0,0,1,2,55,1,1,37,1,1,2,1
578,1,6,6,16,1,1,7,0,0,0,0,16,1,1,45,1,1,19,1,1,0,1
579,3,0,0,19,1,1,15,1,0,0,0,0,1,1,45,1,1,55,1,2,2,1
580,0,6,0,21,1,1,6,1,0,0,0,16,1,1,46,2,1,21,3,2,2,2
581,14,6,0,13,1,0,2,0,0,5,1,16,0,9,61,2,2,33,4,2,3,5
582,10,7,6,11,1,1,13,1,0,0,0,0,0,1,55,1,1,26,1,2,2,1
